Samples	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS10c	SBS10d	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS90	SBS91	SBS92	SBS93	SBS94	SBS95
PD7211a	0.04501809861339231	0.0	0.1553715582322345	0.0	0.03429330983194275	0.017620185235650287	0.0	0.0	0.0	0.0	0.11754198310807948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014807892981283276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01534535284590258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12643376682900992	0.4735678523225049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7214a	0.11846938075506684	0.09969134256718044	0.0	0.0	0.5457377705952227	0.013291166669116733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017556650148611876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15166220436265865	0.0	0.05359148490214285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7215a	0.04417702545923251	0.15411623697798865	0.20898300484255003	0.0	0.2565106650229133	0.0	0.0	0.0	0.0	0.0	0.15600382481692598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1767823899380048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034268529423846774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7217a	0.03788641467638898	0.07844327912120103	0.1299525012813463	0.0	0.2657604198862455	0.0	0.0	0.0	0.0	0.0	0.16974720839737795	0.039551921393104324	0.0	0.0	0.0	0.0	0.0	0.0	0.1147671429718538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16389111227248215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7218a	0.1598924946283606	0.0	0.0	0.0	0.3900152512793861	0.04333589687245838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124123424040994	0.0	0.0	0.0	0.1582143354268678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026757299463258187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2105434880892589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7219a	0.017750054301895173	0.3901821511286012	0.0	0.0	0.09336658947551586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49870120509398774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7220a	0.13249757431880463	0.12317062828298717	0.0	0.0	0.22319441036553014	0.06214789985184392	0.01033710552308781	0.0	0.0	0.0	0.0	0.0	0.0	0.007170491003110554	0.0	0.0	0.0	0.0	0.07700682545992088	0.0	0.0	0.008996371155551448	0.0	0.0	0.0	0.008527445178574318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008753227469851245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3249632198209745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013234801569763387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7221a	0.1694422775307643	0.15801369603777285	0.0	0.0	0.45621793750679124	0.0	0.0	0.0	0.0	0.0	0.06349746522171307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10145470253163424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051373921171324374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7238a	0.15843885306425684	0.12230523295835931	0.16963360943083067	0.0	0.4131246335327081	0.006766577692374268	0.0	0.0	0.0	0.0	0.01611737079958031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005546848355496232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06209134519046711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04597552897592706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD7240a	0.12994047896886046	0.0	0.011697778203481814	0.0	0.14763498522376622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010666309268973394	0.0	0.0	0.0	0.005781417630481767	0.0	0.009795208493210528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010534410257967754	0.0	0.0	0.0	0.0	0.0	0.0	0.012810217148673883	0.0	0.08907581823745611	0.4902286383930348	0.0	0.0	0.0	0.0	0.0	0.04636262812424723	0.0	0.0	0.0	0.006852949026640655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015694432559989164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01292472846321618	0.0	0.0
